Plobata010000001.1_cds_CAH3032177.1_1	Plobata00000001
Plobata010000049.1_cds_CAH3131353.1_15661	Plobata00035108
Plobata010000049.1_cds_CAH3131354.1_15662	Plobata00035109
Plobata010000049.1_cds_CAH3131355.1_15663	Plobata00035111
Plobata010000049.1_cds_CAH3131356.1_15664	Plobata00035114
Plobata010000049.1_cds_CAH3131357.1_15665	Plobata00035118
Plobata010000049.1_cds_CAH3131358.1_15666	Plobata00035119
Plobata010000049.1_cds_CAH3131359.1_15667	Plobata00035121
Plobata010000049.1_cds_CAH3131361.1_15668	Plobata00035122
Plobata010000049.1_cds_CAH3131363.1_15669	Plobata00035123
Plobata010000049.1_cds_CAH3131365.1_15670	Plobata00035124
Plobata010000049.1_cds_CAH3131367.1_15671	Plobata00035126
Plobata010000049.1_cds_CAH3131369.1_15672	Plobata00035127
Plobata010000049.1_cds_CAH3131371.1_15673	Plobata00035128
Plobata010000049.1_cds_CAH3131373.1_15674	Plobata00035130
Plobata010000049.1_cds_CAH3131375.1_15675	Plobata00035131
Plobata010000049.1_cds_CAH3131377.1_15676	Plobata00035132
Plobata010000049.1_cds_CAH3131379.1_15677	Plobata00035133
Plobata010000049.1_cds_CAH3131381.1_15678	Plobata00035135
Plobata010000049.1_cds_CAH3131383.1_15679	Plobata00035136
Plobata010000049.1_cds_CAH3131385.1_15680	Plobata00035137
Plobata010000049.1_cds_CAH3131387.1_15681	Plobata00035138
Plobata010000049.1_cds_CAH3131389.1_15682	Plobata00035139
Plobata010000049.1_cds_CAH3131391.1_15683	Plobata00035140
Plobata010000049.1_cds_CAH3131393.1_15684	Plobata00035144
Plobata010000049.1_cds_CAH3131394.1_15685	Plobata00035143
Plobata010000049.1_cds_CAH3131395.1_15686	Plobata00035145
Plobata010000049.1_cds_CAH3131396.1_15687	Plobata00035147
Plobata010000049.1_cds_CAH3131397.1_15688	Plobata00035148
Plobata010000049.1_cds_CAH3131398.1_15689	Plobata00035150
Plobata010000049.1_cds_CAH3131399.1_15690	Plobata00035151
Plobata010000049.1_cds_CAH3131400.1_15691	Plobata00035153
Plobata010000049.1_cds_CAH3131401.1_15692	Plobata00035154
Plobata010000049.1_cds_CAH3131403.1_15693	Plobata00035155
Plobata010000049.1_cds_CAH3131405.1_15694	Plobata00035156
Plobata010000049.1_cds_CAH3131407.1_15695	Plobata00035158
Plobata010000049.1_cds_CAH3131409.1_15696	Plobata00035159
Plobata010000049.1_cds_CAH3131411.1_15697	Plobata00035160
Plobata010000049.1_cds_CAH3131413.1_15698	Plobata00035161
Plobata010000049.1_cds_CAH3131415.1_15699	Plobata00035162
Plobata010000049.1_cds_CAH3131417.1_15700	Plobata00035163
Plobata010000049.1_cds_CAH3131419.1_15701	Plobata00035164
Plobata010000049.1_cds_CAH3131421.1_15702	Plobata00035166
Plobata010000049.1_cds_CAH3131423.1_15703	Plobata00035167
Plobata010000049.1_cds_CAH3131425.1_15704	Plobata00035169
Plobata010000049.1_cds_CAH3131427.1_15705	Plobata00035171
Plobata010000049.1_cds_CAH3131429.1_15706	Plobata00035170
Plobata010000049.1_cds_CAH3131431.1_15707	Plobata00035173
Plobata010000049.1_cds_CAH3131432.1_15708	Plobata00035177
Plobata010000049.1_cds_CAH3131433.1_15709	Plobata00035178
Plobata010000049.1_cds_CAH3131434.1_15710	Plobata00035179
Plobata010000049.1_cds_CAH3131435.1_15711	Plobata00035181
Plobata010000049.1_cds_CAH3131436.1_15712	Plobata00035180
Plobata010000049.1_cds_CAH3131437.1_15713	Plobata00035185
Plobata010000049.1_cds_CAH3131438.1_15714	Plobata00035186
Plobata010000049.1_cds_CAH3131439.1_15715	Plobata00035187
Plobata010000049.1_cds_CAH3131440.1_15716	Plobata00035188
Plobata010000049.1_cds_CAH3131441.1_15717	Plobata00035189
Plobata010000049.1_cds_CAH3131443.1_15718	Plobata00035190
Plobata010000049.1_cds_CAH3131445.1_15719	Plobata00035192
Plobata010000049.1_cds_CAH3131448.1_15720	Plobata00035197
Plobata010000050.1_cds_CAH3131584.1_15721	Plobata00036197
Plobata010000050.1_cds_CAH3131587.1_15722	Plobata00036223
Plobata010000050.1_cds_CAH3131590.1_15723	Plobata00036354
Plobata010000050.1_cds_CAH3131592.1_15724	Plobata00036220
Plobata010000050.1_cds_CAH3131594.1_15725	Plobata00036234
Plobata010000050.1_cds_CAH3131596.1_15726	Plobata00036239
Plobata010000050.1_cds_CAH3131598.1_15727	Plobata00036263
Plobata010000050.1_cds_CAH3131600.1_15728	Plobata00036267
Plobata010000050.1_cds_CAH3131602.1_15729	Plobata00036275
Plobata010000050.1_cds_CAH3131604.1_15730	Plobata00036289
Plobata010000050.1_cds_CAH3131606.1_15731	Plobata00036298
Plobata010000050.1_cds_CAH3131609.1_15732	Plobata00036338
Plobata010000050.1_cds_CAH3131612.1_15733	Plobata00036339
Plobata010000050.1_cds_CAH3131615.1_15734	Plobata00036349
Plobata010000050.1_cds_CAH3131618.1_15735	Plobata00036381
Plobata010000050.1_cds_CAH3131621.1_15736	Plobata00036393
Plobata010000050.1_cds_CAH3131624.1_15737	Plobata00036402
Plobata010000050.1_cds_CAH3131627.1_15738	Plobata00036431
Plobata010000050.1_cds_CAH3131630.1_15739	Plobata00036437
Plobata010000050.1_cds_CAH3131633.1_15740	Plobata00036198
Plobata010000050.1_cds_CAH3131637.1_15741	Plobata00036199
Plobata010000050.1_cds_CAH3131640.1_15742	Plobata00036200
Plobata010000050.1_cds_CAH3131642.1_15743	Plobata00036202
Plobata010000050.1_cds_CAH3131645.1_15744	Plobata00036203
Plobata010000050.1_cds_CAH3131648.1_15745	Plobata00036205
Plobata010000050.1_cds_CAH3131650.1_15746	Plobata00036207
Plobata010000050.1_cds_CAH3131652.1_15747	Plobata00036208
Plobata010000050.1_cds_CAH3131654.1_15748	Plobata00036209
Plobata010000050.1_cds_CAH3131656.1_15749	Plobata00036210
Plobata010000050.1_cds_CAH3131658.1_15750	Plobata00036212
Plobata010000050.1_cds_CAH3131660.1_15751	Plobata00036213
Plobata010000050.1_cds_CAH3131662.1_15752	Plobata00036214
Plobata010000050.1_cds_CAH3131664.1_15753	Plobata00036216
Plobata010000050.1_cds_CAH3131666.1_15754	Plobata00036217
Plobata010000050.1_cds_CAH3131669.1_15755	Plobata00036215
Plobata010000050.1_cds_CAH3131672.1_15756	Plobata00036218
Plobata010000050.1_cds_CAH3131675.1_15757	Plobata00036219
Plobata010000050.1_cds_CAH3131678.1_15758	Plobata00036221
Plobata010000050.1_cds_CAH3131681.1_15759	Plobata00036222
Plobata010000050.1_cds_CAH3131684.1_15760	Plobata00036225
Plobata010000050.1_cds_CAH3131687.1_15761	Plobata00036226
Plobata010000050.1_cds_CAH3131689.1_15762	Plobata00036227
Plobata010000050.1_cds_CAH3131692.1_15763	Plobata00036229
Plobata010000050.1_cds_CAH3131695.1_15764	Plobata00036230
Plobata010000050.1_cds_CAH3131698.1_15765	Plobata00036231
Plobata010000050.1_cds_CAH3131701.1_15766	Plobata00036233
Plobata010000050.1_cds_CAH3131704.1_15767	Plobata00036235
Plobata010000050.1_cds_CAH3131706.1_15768	Plobata00036232
Plobata010000050.1_cds_CAH3131708.1_15769	Plobata00036237
Plobata010000050.1_cds_CAH3131710.1_15770	Plobata00036238
Plobata010000050.1_cds_CAH3131712.1_15771	Plobata00036240
Plobata010000050.1_cds_CAH3131714.1_15772	Plobata00036241
Plobata010000050.1_cds_CAH3131716.1_15773	Plobata00036243
Plobata010000050.1_cds_CAH3131718.1_15774	Plobata00036245
Plobata010000050.1_cds_CAH3131720.1_15775	Plobata00036246
Plobata010000050.1_cds_CAH3131722.1_15776	Plobata00036247
Plobata010000050.1_cds_CAH3131725.1_15777	Plobata00036249
Plobata010000050.1_cds_CAH3131728.1_15778	Plobata00036248
Plobata010000050.1_cds_CAH3131731.1_15779	Plobata00036250
Plobata010000050.1_cds_CAH3131734.1_15780	Plobata00036251
Plobata010000050.1_cds_CAH3131737.1_15781	Plobata00036252
Plobata010000050.1_cds_CAH3131740.1_15782	Plobata00036253
Plobata010000050.1_cds_CAH3131743.1_15783	Plobata00036256
Plobata010000050.1_cds_CAH3131746.1_15784	Plobata00036257
Plobata010000050.1_cds_CAH3131748.1_15785	Plobata00036258
Plobata010000050.1_cds_CAH3131750.1_15786	Plobata00036261
Plobata010000050.1_cds_CAH3131752.1_15787	Plobata00036262
Plobata010000050.1_cds_CAH3131754.1_15788	Plobata00036264
Plobata010000050.1_cds_CAH3131756.1_15789	Plobata00036265
Plobata010000050.1_cds_CAH3131758.1_15790	Plobata00036266
Plobata010000050.1_cds_CAH3131760.1_15791	Plobata00036268
Plobata010000050.1_cds_CAH3131763.1_15792	Plobata00036271
Plobata010000050.1_cds_CAH3131766.1_15793	Plobata00036272
Plobata010000050.1_cds_CAH3131769.1_15794	Plobata00036273
Plobata010000050.1_cds_CAH3131772.1_15795	Plobata00036274
Plobata010000050.1_cds_CAH3131775.1_15796	Plobata00036276
Plobata010000050.1_cds_CAH3131778.1_15797	Plobata00036277
Plobata010000050.1_cds_CAH3131781.1_15798	Plobata00036278
Plobata010000050.1_cds_CAH3131784.1_15799	Plobata00036279
Plobata010000050.1_cds_CAH3131786.1_15800	Plobata00036280
Plobata010000050.1_cds_CAH3131789.1_15801	Plobata00036281
Plobata010000050.1_cds_CAH3131792.1_15802	Plobata00036282
Plobata010000050.1_cds_CAH3131795.1_15803	Plobata00036283
Plobata010000050.1_cds_CAH3131798.1_15804	Plobata00036284
Plobata010000050.1_cds_CAH3131801.1_15805	Plobata00036285
Plobata010000050.1_cds_CAH3131804.1_15806	Plobata00036286
Plobata010000050.1_cds_CAH3131808.1_15807	Plobata00036287
Plobata010000050.1_cds_CAH3131811.1_15808	Plobata00036288
Plobata010000050.1_cds_CAH3131814.1_15809	Plobata00036290
Plobata010000050.1_cds_CAH3131817.1_15810	Plobata00036291
Plobata010000050.1_cds_CAH3131820.1_15811	Plobata00036292
Plobata010000050.1_cds_CAH3131822.1_15812	Plobata00036293
Plobata010000050.1_cds_CAH3131824.1_15813	Plobata00036294
Plobata010000050.1_cds_CAH3131826.1_15814	Plobata00036295
Plobata010000050.1_cds_CAH3131828.1_15815	Plobata00036296
Plobata010000050.1_cds_CAH3131830.1_15816	Plobata00036297
Plobata010000050.1_cds_CAH3131832.1_15817	Plobata00036299
Plobata010000050.1_cds_CAH3131834.1_15818	Plobata00036300
Plobata010000050.1_cds_CAH3131836.1_15819	Plobata00036301
Plobata010000050.1_cds_CAH3131839.1_15820	Plobata00036305
Plobata010000050.1_cds_CAH3131842.1_15821	Plobata00036306
Plobata010000050.1_cds_CAH3131845.1_15822	Plobata00036307
Plobata010000050.1_cds_CAH3131848.1_15823	Plobata00036308
Plobata010000050.1_cds_CAH3131851.1_15824	Plobata00036309
Plobata010000050.1_cds_CAH3131854.1_15825	Plobata00036310
Plobata010000050.1_cds_CAH3131857.1_15826	Plobata00036311
Plobata010000050.1_cds_CAH3131860.1_15827	Plobata00036312
Plobata010000050.1_cds_CAH3131863.1_15828	Plobata00036313
Plobata010000050.1_cds_CAH3131866.1_15829	Plobata00036314
Plobata010000050.1_cds_CAH3131869.1_15830	Plobata00036316
Plobata010000050.1_cds_CAH3131872.1_15831	Plobata00036317
Plobata010000050.1_cds_CAH3131875.1_15832	Plobata00036318
Plobata010000050.1_cds_CAH3131878.1_15833	Plobata00036319
Plobata010000050.1_cds_CAH3131881.1_15834	Plobata00036320
Plobata010000050.1_cds_CAH3131884.1_15835	Plobata00036321
Plobata010000050.1_cds_CAH3131887.1_15836	Plobata00036322
Plobata010000050.1_cds_CAH3131890.1_15837	Plobata00036324
Plobata010000050.1_cds_CAH3131892.1_15838	Plobata00036325
Plobata010000050.1_cds_CAH3131894.1_15839	Plobata00036326
Plobata010000050.1_cds_CAH3131896.1_15840	Plobata00036328
Plobata010000050.1_cds_CAH3131898.1_15841	Plobata00036330
Plobata010000050.1_cds_CAH3131900.1_15842	Plobata00036329
Plobata010000050.1_cds_CAH3131902.1_15843	Plobata00036331
Plobata010000050.1_cds_CAH3131904.1_15844	Plobata00036332
Plobata010000050.1_cds_CAH3131906.1_15845	Plobata00036333
Plobata010000050.1_cds_CAH3131908.1_15846	Plobata00036334
Plobata010000050.1_cds_CAH3131911.1_15847	Plobata00036336
Plobata010000050.1_cds_CAH3131914.1_15848	Plobata00036335
Plobata010000050.1_cds_CAH3131917.1_15849	Plobata00036337
Plobata010000050.1_cds_CAH3131920.1_15850	Plobata00036340
Plobata010000050.1_cds_CAH3131923.1_15851	Plobata00036341
Plobata010000050.1_cds_CAH3131926.1_15852	Plobata00036342
Plobata010000050.1_cds_CAH3131928.1_15853	Plobata00036343
Plobata010000050.1_cds_CAH3131931.1_15854	Plobata00036344
Plobata010000050.1_cds_CAH3131934.1_15855	Plobata00036347
Plobata010000050.1_cds_CAH3131937.1_15856	Plobata00036346
Plobata010000050.1_cds_CAH3131940.1_15857	Plobata00036348
Plobata010000050.1_cds_CAH3131943.1_15858	Plobata00036350
Plobata010000050.1_cds_CAH3131946.1_15859	Plobata00036351
Plobata010000050.1_cds_CAH3131949.1_15860	Plobata00036352
Plobata010000050.1_cds_CAH3131952.1_15861	Plobata00036353
Plobata010000050.1_cds_CAH3131955.1_15862	Plobata00036355
Plobata010000050.1_cds_CAH3131958.1_15863	Plobata00036356
Plobata010000050.1_cds_CAH3131960.1_15864	Plobata00036357
Plobata010000050.1_cds_CAH3131962.1_15865	Plobata00036359
Plobata010000050.1_cds_CAH3131964.1_15866	Plobata00036360
Plobata010000050.1_cds_CAH3131966.1_15867	Plobata00036361
Plobata010000050.1_cds_CAH3131968.1_15868	Plobata00036362
Plobata010000050.1_cds_CAH3131970.1_15869	Plobata00036363
Plobata010000050.1_cds_CAH3131971.1_15870	Plobata00036365
Plobata010000050.1_cds_CAH3131973.1_15871	Plobata00036367
Plobata010000050.1_cds_CAH3131977.1_15872	Plobata00036368
Plobata010000050.1_cds_CAH3131980.1_15873	Plobata00036369
Plobata010000050.1_cds_CAH3131983.1_15874	Plobata00036370
Plobata010000050.1_cds_CAH3131986.1_15875	Plobata00036371
Plobata010000050.1_cds_CAH3131989.1_15876	Plobata00036372
Plobata010000050.1_cds_CAH3131992.1_15877	Plobata00036373
Plobata010000050.1_cds_CAH3131995.1_15878	Plobata00036374
Plobata010000050.1_cds_CAH3131998.1_15879	Plobata00036375
Plobata010000050.1_cds_CAH3132001.1_15880	Plobata00036376
Plobata010000050.1_cds_CAH3132004.1_15881	Plobata00036377
Plobata010000050.1_cds_CAH3132007.1_15882	Plobata00036378
Plobata010000050.1_cds_CAH3132010.1_15883	Plobata00036379
Plobata010000050.1_cds_CAH3132013.1_15884	Plobata00036380
Plobata010000050.1_cds_CAH3132015.1_15885	Plobata00036382
Plobata010000050.1_cds_CAH3132017.1_15886	Plobata00036383
Plobata010000050.1_cds_CAH3132019.1_15887	Plobata00036384
Plobata010000050.1_cds_CAH3132021.1_15888	Plobata00036385
Plobata010000050.1_cds_CAH3132023.1_15889	Plobata00036386
Plobata010000050.1_cds_CAH3132025.1_15890	Plobata00036387
Plobata010000050.1_cds_CAH3132027.1_15891	Plobata00036388
Plobata010000050.1_cds_CAH3132029.1_15892	Plobata00036389
Plobata010000050.1_cds_CAH3132031.1_15893	Plobata00036390
Plobata010000050.1_cds_CAH3132034.1_15894	Plobata00036392
Plobata010000050.1_cds_CAH3132037.1_15895	Plobata00036391
Plobata010000050.1_cds_CAH3132040.1_15896	Plobata00036394
Plobata010000050.1_cds_CAH3132043.1_15897	Plobata00036395
Plobata010000050.1_cds_CAH3132046.1_15898	Plobata00036396
Plobata010000050.1_cds_CAH3132049.1_15899	Plobata00036397
Plobata010000050.1_cds_CAH3132052.1_15900	Plobata00036399
Plobata010000050.1_cds_CAH3132055.1_15901	Plobata00036398
Plobata010000050.1_cds_CAH3132058.1_15902	Plobata00036400
Plobata010000050.1_cds_CAH3132061.1_15903	Plobata00036403
Plobata010000050.1_cds_CAH3132064.1_15904	Plobata00036404
Plobata010000050.1_cds_CAH3132067.1_15905	Plobata00036405
Plobata010000050.1_cds_CAH3132070.1_15906	Plobata00036406
Plobata010000050.1_cds_CAH3132073.1_15907	Plobata00036407
Plobata010000050.1_cds_CAH3132076.1_15908	Plobata00036408
Plobata010000050.1_cds_CAH3132079.1_15909	Plobata00036409
Plobata010000050.1_cds_CAH3132081.1_15910	Plobata00036410
Plobata010000050.1_cds_CAH3132083.1_15911	Plobata00036411
Plobata010000050.1_cds_CAH3132085.1_15912	Plobata00036412
Plobata010000050.1_cds_CAH3132087.1_15913	Plobata00036413
Plobata010000050.1_cds_CAH3132089.1_15914	Plobata00036414
Plobata010000050.1_cds_CAH3132092.1_15915	Plobata00036415
Plobata010000050.1_cds_CAH3132094.1_15916	Plobata00036416
Plobata010000050.1_cds_CAH3132096.1_15917	Plobata00036417
Plobata010000050.1_cds_CAH3132099.1_15918	Plobata00036419
Plobata010000050.1_cds_CAH3132102.1_15919	Plobata00036418
Plobata010000050.1_cds_CAH3132105.1_15920	Plobata00036422
Plobata010000050.1_cds_CAH3132108.1_15921	Plobata00036423
Plobata010000050.1_cds_CAH3132111.1_15922	Plobata00036420
Plobata010000050.1_cds_CAH3132114.1_15923	Plobata00036424
Plobata010000050.1_cds_CAH3132117.1_15924	Plobata00036425
Plobata010000050.1_cds_CAH3132120.1_15925	Plobata00036426
Plobata010000050.1_cds_CAH3132123.1_15926	Plobata00036427
Plobata010000050.1_cds_CAH3132126.1_15927	Plobata00036428
Plobata010000050.1_cds_CAH3132130.1_15928	Plobata00036429
Plobata010000050.1_cds_CAH3132133.1_15929	Plobata00036430
Plobata010000050.1_cds_CAH3132135.1_15930	Plobata00036432
Plobata010000050.1_cds_CAH3132138.1_15931	Plobata00036433
Plobata010000050.1_cds_CAH3132140.1_15932	Plobata00036434
Plobata010000050.1_cds_CAH3132142.1_15933	Plobata00036435
Plobata010000050.1_cds_CAH3132144.1_15934	Plobata00036436
Plobata010000050.1_cds_CAH3132146.1_15935	Plobata00036438
Plobata010000050.1_cds_CAH3132148.1_15936	Plobata00036439
Plobata010000050.1_cds_CAH3132150.1_15937	Plobata00036440
Plobata010000050.1_cds_CAH3132153.1_15938	Plobata00036441
Plobata010000050.1_cds_CAH3132155.1_15939	Plobata00036443
Plobata010000050.1_cds_CAH3132158.1_15940	Plobata00036444
Plobata010000050.1_cds_CAH3132161.1_15941	Plobata00036445
Plobata010000050.1_cds_CAH3132164.1_15942	Plobata00036447
Plobata010000050.1_cds_CAH3132167.1_15943	Plobata00036448
Plobata010000050.1_cds_CAH3132170.1_15944	Plobata00036449
Plobata010000050.1_cds_CAH3132173.1_15945	Plobata00036450
Plobata010000050.1_cds_CAH3132176.1_15946	Plobata00036452
Plobata010000050.1_cds_CAH3132178.1_15947	Plobata00036453
Plobata010000050.1_cds_CAH3132180.1_15948	Plobata00036454
Plobata010000050.1_cds_CAH3132182.1_15949	Plobata00036455
Plobata010000050.1_cds_CAH3132184.1_15950	Plobata00036456
Plobata010000050.1_cds_CAH3132186.1_15951	Plobata00036457
Plobata010000050.1_cds_CAH3132188.1_15952	Plobata00036458
Plobata010000051.1_cds_CAH3132373.1_15953	Plobata00035851
Plobata010000051.1_cds_CAH3132376.1_15954	Plobata00035858
Plobata010000051.1_cds_CAH3132379.1_15955	Plobata00035970
Plobata010000051.1_cds_CAH3132381.1_15956	Plobata00035984
Plobata010000051.1_cds_CAH3132383.1_15957	Plobata00036039
Plobata010000051.1_cds_CAH3132386.1_15958	Plobata00036044
Plobata010000051.1_cds_CAH3132388.1_15959	Plobata00036049
Plobata010000051.1_cds_CAH3132390.1_15960	Plobata00036061
Plobata010000051.1_cds_CAH3132392.1_15961	Plobata00036063
Plobata010000051.1_cds_CAH3132394.1_15962	Plobata00036068
Plobata010000051.1_cds_CAH3132396.1_15963	Plobata00036072
Plobata010000051.1_cds_CAH3132398.1_15964	Plobata00036080
Plobata010000051.1_cds_CAH3132400.1_15965	Plobata00035850
Plobata010000051.1_cds_CAH3132402.1_15966	Plobata00035852
Plobata010000051.1_cds_CAH3132404.1_15967	Plobata00035853
Plobata010000051.1_cds_CAH3132405.1_15968	Plobata00035856
Plobata010000051.1_cds_CAH3132406.1_15969	Plobata00035860
Plobata010000051.1_cds_CAH3132407.1_15970	Plobata00035861
Plobata010000051.1_cds_CAH3132408.1_15971	Plobata00035862
Plobata010000051.1_cds_CAH3132409.1_15972	Plobata00035863
Plobata010000051.1_cds_CAH3132410.1_15973	Plobata00035864
Plobata010000051.1_cds_CAH3132411.1_15974	Plobata00035865
Plobata010000051.1_cds_CAH3132412.1_15975	Plobata00035867
Plobata010000051.1_cds_CAH3132413.1_15976	Plobata00035868
Plobata010000051.1_cds_CAH3132415.1_15977	Plobata00035869
Plobata010000051.1_cds_CAH3132417.1_15978	Plobata00035871
Plobata010000051.1_cds_CAH3132419.1_15979	Plobata00035872
Plobata010000051.1_cds_CAH3132421.1_15980	Plobata00035874
Plobata010000051.1_cds_CAH3132423.1_15981	Plobata00035875
Plobata010000051.1_cds_CAH3132425.1_15982	Plobata00035877
Plobata010000051.1_cds_CAH3132427.1_15983	Plobata00035878
Plobata010000051.1_cds_CAH3132429.1_15984	Plobata00035879
Plobata010000051.1_cds_CAH3132431.1_15985	Plobata00035880
Plobata010000051.1_cds_CAH3132433.1_15986	Plobata00035882
Plobata010000051.1_cds_CAH3132435.1_15987	Plobata00035883
Plobata010000051.1_cds_CAH3132437.1_15988	Plobata00035884
Plobata010000051.1_cds_CAH3132439.1_15989	Plobata00035885
Plobata010000051.1_cds_CAH3132441.1_15990	Plobata00035886
Plobata010000051.1_cds_CAH3132443.1_15991	Plobata00035887
Plobata010000051.1_cds_CAH3132444.1_15992	Plobata00035888
Plobata010000051.1_cds_CAH3132445.1_15993	Plobata00035889
Plobata010000051.1_cds_CAH3132446.1_15994	Plobata00035890
Plobata010000051.1_cds_CAH3132447.1_15995	Plobata00035892
Plobata010000051.1_cds_CAH3132448.1_15996	Plobata00035893
Plobata010000051.1_cds_CAH3132449.1_15997	Plobata00035895
Plobata010000051.1_cds_CAH3132450.1_15998	Plobata00035896
Plobata010000051.1_cds_CAH3132451.1_15999	Plobata00035897
Plobata010000051.1_cds_CAH3132452.1_16000	Plobata00035898
Plobata010000051.1_cds_CAH3132453.1_16001	Plobata00035899
Plobata010000051.1_cds_CAH3132455.1_16002	Plobata00035902
Plobata010000051.1_cds_CAH3132457.1_16003	Plobata00035903
Plobata010000051.1_cds_CAH3132459.1_16004	Plobata00035904
Plobata010000051.1_cds_CAH3132461.1_16005	Plobata00035906
Plobata010000051.1_cds_CAH3132463.1_16006	Plobata00035907
Plobata010000051.1_cds_CAH3132465.1_16007	Plobata00035908
Plobata010000051.1_cds_CAH3132467.1_16008	Plobata00035909
Plobata010000051.1_cds_CAH3132469.1_16009	Plobata00035910
Plobata010000051.1_cds_CAH3132471.1_16010	Plobata00035911
Plobata010000051.1_cds_CAH3132473.1_16011	Plobata00035913
Plobata010000051.1_cds_CAH3132475.1_16012	Plobata00035914
Plobata010000051.1_cds_CAH3132477.1_16013	Plobata00035915
Plobata010000051.1_cds_CAH3132479.1_16014	Plobata00035916
Plobata010000051.1_cds_CAH3132481.1_16015	Plobata00035917
Plobata010000051.1_cds_CAH3132483.1_16016	Plobata00035918
Plobata010000051.1_cds_CAH3132485.1_16017	Plobata00035919
Plobata010000051.1_cds_CAH3132487.1_16018	Plobata00035920
Plobata010000051.1_cds_CAH3132489.1_16019	Plobata00035921
Plobata010000051.1_cds_CAH3132491.1_16020	Plobata00035922
Plobata010000051.1_cds_CAH3132492.1_16021	Plobata00035924
Plobata010000051.1_cds_CAH3132493.1_16022	Plobata00035925
Plobata010000051.1_cds_CAH3132494.1_16023	Plobata00035926
Plobata010000051.1_cds_CAH3132495.1_16024	Plobata00035928
Plobata010000051.1_cds_CAH3132496.1_16025	Plobata00035932
Plobata010000051.1_cds_CAH3132497.1_16026	Plobata00035933
Plobata010000051.1_cds_CAH3132498.1_16027	Plobata00035934
Plobata010000051.1_cds_CAH3132499.1_16028	Plobata00035936
Plobata010000051.1_cds_CAH3132500.1_16029	Plobata00035935
Plobata010000051.1_cds_CAH3132502.1_16030	Plobata00035938
Plobata010000051.1_cds_CAH3132504.1_16031	Plobata00035939
Plobata010000051.1_cds_CAH3132506.1_16032	Plobata00035940
Plobata010000051.1_cds_CAH3132508.1_16033	Plobata00035942
Plobata010000051.1_cds_CAH3132510.1_16034	Plobata00035943
Plobata010000051.1_cds_CAH3132512.1_16035	Plobata00035944
Plobata010000051.1_cds_CAH3132514.1_16036	Plobata00035945
Plobata010000051.1_cds_CAH3132516.1_16037	Plobata00035946
Plobata010000051.1_cds_CAH3132518.1_16038	Plobata00035947
Plobata010000051.1_cds_CAH3132519.1_16039	Plobata00035948
Plobata010000051.1_cds_CAH3132520.1_16040	Plobata00035949
Plobata010000051.1_cds_CAH3132521.1_16041	Plobata00035950
Plobata010000051.1_cds_CAH3132522.1_16042	Plobata00035951
Plobata010000051.1_cds_CAH3132523.1_16043	Plobata00035952
Plobata010000051.1_cds_CAH3132524.1_16044	Plobata00035953
Plobata010000051.1_cds_CAH3132525.1_16045	Plobata00035954
Plobata010000051.1_cds_CAH3132526.1_16046	Plobata00035955
Plobata010000051.1_cds_CAH3132527.1_16047	Plobata00035957
Plobata010000051.1_cds_CAH3132528.1_16048	Plobata00035956
Plobata010000051.1_cds_CAH3132530.1_16049	Plobata00035960
Plobata010000051.1_cds_CAH3132532.1_16050	Plobata00035959
Plobata010000051.1_cds_CAH3132534.1_16051	Plobata00035958
Plobata010000051.1_cds_CAH3132536.1_16052	Plobata00035961
Plobata010000051.1_cds_CAH3132538.1_16053	Plobata00035962
Plobata010000051.1_cds_CAH3132540.1_16054	Plobata00035963
Plobata010000051.1_cds_CAH3132542.1_16055	Plobata00035964
Plobata010000051.1_cds_CAH3132544.1_16056	Plobata00035965
Plobata010000051.1_cds_CAH3132546.1_16057	Plobata00035966
Plobata010000051.1_cds_CAH3132548.1_16058	Plobata00035969
Plobata010000051.1_cds_CAH3132549.1_16059	Plobata00035967
Plobata010000051.1_cds_CAH3132550.1_16060	Plobata00035968
Plobata010000051.1_cds_CAH3132551.1_16061	Plobata00035973
Plobata010000051.1_cds_CAH3132552.1_16062	Plobata00035975
Plobata010000051.1_cds_CAH3132553.1_16063	Plobata00035976
Plobata010000051.1_cds_CAH3132554.1_16064	Plobata00035977
Plobata010000051.1_cds_CAH3132555.1_16065	Plobata00035978
Plobata010000051.1_cds_CAH3132556.1_16066	Plobata00035979
Plobata010000051.1_cds_CAH3132557.1_16067	Plobata00035981
Plobata010000051.1_cds_CAH3132559.1_16068	Plobata00035982
Plobata010000051.1_cds_CAH3132561.1_16069	Plobata00035983
Plobata010000051.1_cds_CAH3132563.1_16070	Plobata00035985
Plobata010000051.1_cds_CAH3132565.1_16071	Plobata00035986
Plobata010000051.1_cds_CAH3132567.1_16072	Plobata00035987
Plobata010000051.1_cds_CAH3132569.1_16073	Plobata00035988
Plobata010000051.1_cds_CAH3132570.1_16074	Plobata00035989
Plobata010000051.1_cds_CAH3132571.1_16075	Plobata00035990
Plobata010000051.1_cds_CAH3132572.1_16076	Plobata00035991
Plobata010000051.1_cds_CAH3132573.1_16077	Plobata00035992
Plobata010000051.1_cds_CAH3132574.1_16078	Plobata00035993
Plobata010000051.1_cds_CAH3132575.1_16079	Plobata00035994
Plobata010000051.1_cds_CAH3132576.1_16080	Plobata00035995
Plobata010000051.1_cds_CAH3132577.1_16081	Plobata00035997
Plobata010000051.1_cds_CAH3132578.1_16082	Plobata00035998
Plobata010000051.1_cds_CAH3132580.1_16083	Plobata00035996
